DL,DP,HE,HK,HL,PU,SE,SL,WEIGHT,MOTORIZED_PIECES_COUNT,TOTAL_VOLUME_CUBIC_FOOT,HAZMAT_FLAG,FREEZABLE_FLAG,NODE_VISIT_CNT,dock_availability_indicator,forklift_availability_indicator,customer_location_type,DWELL_TIME
1,0,0,0,0,0,0,0,11219,9,412,FALSE,FALSE,50,Y,Y,Grocery Warehouse,25.416667
1,0,0,0,0,0,0,0,1231,2,255,FALSE,FALSE,19,Y,Y,Business/Commercial,48.8
1,0,0,0,0,0,0,0,7089,3,224.33,FALSE,FALSE,8,N,Y,Business/Commercial,43.516667
1,0,0,0,0,0,0,0,706,0,121.15,FALSE,FALSE,11,N,Y,Business/Commercial,21.716667
1,0,0,0,0,0,0,0,593,2,458.04,FALSE,FALSE,15,Y,Y,Distribution Center,30.95
2,0,0,0,0,0,0,0,8043,4,629.19,FALSE,FALSE,94,Y,Y,Business/Commercial,42.416667
1,0,0,0,0,0,0,0,555,1,428,FALSE,FALSE,22,Y,Y,Business/Commercial,28.35
0,0,0,0,0,1,0,0,2820,1,391.5,FALSE,FALSE,13,Y,Y,Business/Commercial,25.266667
1,0,0,0,0,0,0,0,922,1,397.1,FALSE,FALSE,33,Y,N,Government Sites: Prison/Correction Facility,21.366667
1,0,0,0,0,0,0,0,905,1,112,FALSE,FALSE,12,N,N,Residential: Residence,21.4
1,0,0,0,0,0,0,0,1540,1,258.54,FALSE,FALSE,35,Y,Y,Business/Commercial,21.75
0,0,0,0,0,1,0,0,1110,1,113.84,FALSE,FALSE,8,U,Y,U,15.15
1,0,0,0,0,0,0,0,1183,2,404.33,FALSE,FALSE,7,N,Y,Business/Commercial,32.2
0,0,0,0,0,4,0,0,1692,4,310.24,FALSE,FALSE,179,Y,Y,Business/Commercial,49.9
1,0,0,0,0,0,0,0,721,1,350.14,FALSE,FALSE,14,U,Y,U,15.2
2,0,0,0,0,0,0,0,2382,2,262.46,FALSE,FALSE,129,Y,Y,Business/Commercial,23.183333
1,0,0,0,0,0,0,0,1081,1,388.12,FALSE,FALSE,42,Y,Y,Business/Commercial,17.5
0,0,0,0,0,1,0,0,1219,6,429.97,FALSE,FALSE,22,Y,Y,Distribution Center,38
1,0,0,0,0,0,0,0,1283,2,443.07,FALSE,FALSE,34,Y,N,Distribution Center,23.583333
2,0,0,0,0,0,0,0,3511,3,739.61,FALSE,FALSE,115,Y,Y,Distribution Center,65.65
0,0,0,0,0,8,0,0,5178,9,1125.18,FALSE,FALSE,137,Y,Y,Distribution Center,51.2
1,0,0,0,0,0,0,0,154,1,169.02,FALSE,FALSE,41,Y,Y,Business/Commercial,28.266667
1,0,0,0,0,0,0,0,898,2,580.3,FALSE,FALSE,35,Y,Y,Business/Commercial,28.616667
0,0,0,0,0,1,0,0,3075,3,418.66,FALSE,FALSE,40,Y,Y,Business/Commercial,14.083333
1,0,0,0,0,0,0,0,336,1,244.5,FALSE,FALSE,22,N,Y,Business/Commercial,16.016667
1,0,0,0,0,0,0,0,7634,4,316,FALSE,FALSE,25,Y,Y,Business/Commercial,22.15
2,0,0,0,0,0,0,0,11794,9,300.51,FALSE,FALSE,225,Y,Y,Business/Commercial,82.283333
1,0,0,0,0,0,0,0,1014,2,473.05,FALSE,FALSE,15,Y,Y,Business/Commercial,15.216667
1,0,0,0,0,0,0,0,918,1,71.12,FALSE,FALSE,43,N,Y,Business/Commercial,34.683333
3,0,0,0,0,0,0,0,2730,3,355.75,FALSE,FALSE,115,Y,Y,Business/Commercial,35.366667
0,0,0,0,0,7,0,0,15763,14,627.32,FALSE,FALSE,297,Y,Y,Business/Commercial,175.8
0,0,0,0,0,1,0,0,7694,7,639.18,FALSE,FALSE,32,Y,Y,Business/Commercial,66
0,0,0,0,0,1,0,0,425,2,122,FALSE,FALSE,97,Y,Y,Distribution Center,22.533333
1,0,0,0,0,0,0,0,1506,1,519.53,FALSE,FALSE,16,N,N,Residential: Public Storage Facility,35.85
1,0,0,0,0,0,0,0,715,1,335.16,FALSE,FALSE,12,Y,Y,Business/Commercial,13.2
1,0,0,0,0,0,0,0,2102,1,342.75,FALSE,FALSE,18,Y,Y,Business/Commercial,29.2
1,0,0,0,0,0,0,0,201,1,434.58,FALSE,FALSE,80,Y,Y,Business/Commercial,31.283333
1,0,0,0,0,0,0,0,490,1,512.66,FALSE,FALSE,20,N,N,Business/Commercial,29.916667
1,0,0,0,0,0,0,0,900,1,531,FALSE,FALSE,7,N,N,Business/Commercial,20.75
1,0,0,0,0,0,0,0,307,0,34.22,FALSE,FALSE,16,N,N,Business/Commercial,29.666667
1,0,0,0,0,0,0,0,1730,2,521.66,FALSE,FALSE,28,N,Y,Business/Commercial,24.766667
3,0,0,0,0,1,0,0,6295,6,258.66,FALSE,FALSE,131,Y,Y,Distribution Center,44.25
1,0,0,0,0,0,0,0,2101,2,452.01,FALSE,FALSE,29,N,Y,Business/Commercial,25.016667
0,0,0,0,0,2,0,0,2542,6,499.44,FALSE,FALSE,152,Y,Y,Business/Commercial,36.033333
2,0,0,0,0,0,0,0,4538,3,563.76,FALSE,FALSE,58,N,Y,Business/Commercial,36.266667
2,0,0,0,0,0,0,0,4931,4,293.97,FALSE,FALSE,164,Y,Y,Business/Commercial,29.466667
0,0,0,0,0,1,0,0,1014,3,334,FALSE,FALSE,69,Y,Y,Distribution Center,38.066667
1,0,0,0,0,0,0,0,33,1,115.03,FALSE,FALSE,44,Y,Y,Business/Commercial,29.166667
1,0,0,0,0,0,0,0,2761,4,521.14,FALSE,FALSE,47,Y,Y,Distribution Center,41.633333
1,0,0,0,0,0,0,0,1350,1,229.04,FALSE,FALSE,6,Y,Y,Business/Commercial,28.066667
1,0,0,0,0,0,0,0,786,1,104.81,FALSE,FALSE,11,Y,N,Business/Commercial,16.766667
1,0,0,0,0,0,0,0,1078,2,456.77,FALSE,FALSE,74,Y,Y,Business/Commercial,31.55
6,0,0,0,0,0,0,0,8451,13,715.71,FALSE,FALSE,107,Y,N,Grocery Warehouse,181.683333
1,0,0,0,0,0,0,0,773,1,295.11,FALSE,FALSE,27,Y,Y,Business/Commercial,37.183333
1,0,0,0,0,0,0,0,682,0,204.06,FALSE,FALSE,25,N,Y,Business/Commercial,12.016667
0,0,0,0,0,1,0,0,1062,1,29.11,FALSE,FALSE,61,Y,Y,Business/Commercial,22
1,0,0,0,0,0,0,0,907,1,430.33,FALSE,FALSE,12,Y,Y,Grocery Warehouse,24.05
1,0,0,0,0,0,0,0,584,1,94.91,FALSE,FALSE,17,N,N,Business/Commercial,26.916667
1,0,0,0,0,0,0,0,317,1,475,FALSE,FALSE,10,U,Y,U,23.633333
1,0,0,0,0,0,0,0,1051,1,357.76,FALSE,FALSE,32,Y,Y,Business/Commercial,15.016667
0,0,0,0,0,1,0,0,5613,3,587.4,FALSE,FALSE,64,Y,Y,Business/Commercial,33.383333
0,0,0,0,0,3,0,0,3917,11,829.32,FALSE,FALSE,121,Y,Y,Distribution Center,30.983333
1,0,0,0,0,0,0,0,1730,1,334.44,FALSE,FALSE,44,Y,Y,Business/Commercial,21.483333
0,0,0,0,0,4,0,0,3953,7,432.83,FALSE,FALSE,27,Y,N,Distribution Center,30
1,0,0,0,0,0,0,0,229,0,96.33,FALSE,FALSE,14,Y,Y,Business/Commercial,27.233333
1,0,0,0,0,0,0,0,1216,1,488.22,FALSE,FALSE,90,Y,Y,Business/Commercial,25.116667
1,0,0,0,0,0,0,0,780,1,339.25,FALSE,FALSE,25,Y,Y,Business/Commercial,24.333333
2,0,0,0,0,0,0,0,10848,4,837.09,FALSE,FALSE,208,Y,Y,Business/Commercial,73.583333
1,0,0,0,0,0,0,0,1724,1,340.44,FALSE,FALSE,15,N,N,Business/Commercial,30.233333
0,0,0,0,0,1,0,0,1771,3,430.82,FALSE,FALSE,84,Y,Y,Business/Commercial,56.85
0,0,0,0,0,1,0,0,23316,12,720.94,FALSE,FALSE,219,Y,Y,Distribution Center,95.683333
0,0,0,0,0,3,0,0,937,4,224.46,FALSE,FALSE,210,Y,Y,Business/Commercial,49.366667
0,0,0,0,0,2,0,0,4061,14,872.01,FALSE,FALSE,122,Y,Y,Distribution Center,33.466667
0,0,0,0,0,14,0,0,6776,14,850.72,TRUE,FALSE,196,Y,N,Business/Commercial,94.75
1,0,0,0,0,0,0,0,314,0,117.05,FALSE,FALSE,15,Y,Y,Business/Commercial,28
0,0,0,0,0,1,0,0,287,1,508.31,FALSE,FALSE,13,N,Y,Business/Commercial,15.233333
1,0,0,0,0,0,0,0,558,1,276.07,FALSE,FALSE,15,N,Y,Business/Commercial,23.016667
1,0,0,0,0,0,0,0,502,0,186.72,FALSE,FALSE,131,Y,Y,Business/Commercial,38.466667
0,0,0,0,0,2,0,0,16799,9,875.57,FALSE,FALSE,616,Y,Y,Business/Commercial,163.466667
1,0,0,0,0,0,0,0,869,2,354.46,FALSE,FALSE,19,Y,Y,Business/Commercial,30.333333
1,0,0,0,0,0,0,0,458,1,164.33,FALSE,FALSE,19,N,Y,Business/Commercial,25.166667
1,0,0,0,0,0,0,0,548,1,428.56,FALSE,FALSE,20,Y,Y,Business/Commercial,21.633333
1,0,0,0,0,0,0,0,715,1,489.9,FALSE,FALSE,8,N,N,Residential: Public Storage Facility,33.633333
1,0,0,0,0,0,0,0,851,2,326.51,TRUE,FALSE,15,Y,Y,Business/Commercial,27.8
1,0,0,0,0,0,0,0,394,2,536.52,FALSE,FALSE,26,Y,Y,Business/Commercial,24.166667
1,0,0,0,0,0,0,0,2541,1,226.11,FALSE,FALSE,9,Y,N,Business/Commercial,32.516667
0,0,0,0,0,1,0,0,1274,1,240.66,FALSE,FALSE,19,Y,Y,Business/Commercial,40.266667
0,0,0,0,0,1,0,0,759,0,340.23,FALSE,FALSE,23,Y,Y,Government Sites: Airport,80.516667
0,0,0,0,0,1,0,0,1485,3,463.94,TRUE,FALSE,20,Y,Y,Government Sites: Airport,114.116667
1,0,0,0,0,0,0,0,2343,2,268.95,FALSE,FALSE,17,N,N,Business/Commercial,50.716667
0,0,0,0,0,1,0,0,5364,2,412.28,FALSE,FALSE,41,Y,Y,Business/Commercial,38.533333
1,0,0,0,0,0,0,0,1245,3,600,FALSE,FALSE,55,Y,Y,Business/Commercial,54.516667
1,0,0,0,0,0,0,0,12223,9,891.03,FALSE,FALSE,56,Y,Y,Business/Commercial,29.683333
4,0,0,0,0,0,0,0,4690,4,527.01,FALSE,TRUE,108,Y,Y,Business/Commercial,55.866667
1,0,0,0,0,0,0,0,413,1,135.33,FALSE,FALSE,22,N,N,Construction/Utility Sites: Construction Site,25.966667
0,0,0,0,0,1,0,0,9740,5,752.55,FALSE,FALSE,67,Y,Y,Business/Commercial,67.216667
1,0,0,0,0,0,0,0,867,1,391.77,FALSE,FALSE,17,Y,Y,Business/Commercial,30.95
1,0,0,0,0,0,0,0,2014,1,235.42,FALSE,FALSE,9,U,Y,U,17.2
1,0,0,0,0,0,0,0,1052,1,400.88,FALSE,FALSE,16,N,Y,Business/Commercial,29.016667
1,0,0,0,0,0,0,0,1010,1,367.68,FALSE,FALSE,72,Y,Y,Business/Commercial,13.95
1,0,0,0,0,0,0,0,2418,3,177.5,FALSE,FALSE,46,Y,Y,Business/Commercial,25.466667
1,0,0,0,0,0,0,0,611,1,369.5,FALSE,FALSE,15,N,Y,Business/Commercial,18.35
1,0,0,0,0,0,0,0,611,1,199.25,FALSE,FALSE,33,N,Y,Business/Commercial,15.9
0,0,0,0,0,1,0,0,2191,1,421.33,FALSE,FALSE,15,Y,Y,Business/Commercial,39.183333
0,0,0,0,0,1,0,0,12971,8,461,FALSE,FALSE,27,Y,Y,Business/Commercial,36.266667
1,0,0,0,0,0,0,0,7261,8,599.24,FALSE,FALSE,264,Y,Y,Distribution Center,49.85
1,0,0,0,0,0,0,0,6083,2,388.33,FALSE,FALSE,23,N,Y,Business/Commercial,19.066667
2,0,0,0,0,0,0,0,2245,2,330.1,FALSE,FALSE,54,Y,Y,Business/Commercial,21.866667
1,0,0,0,0,0,0,0,4876,3,1263.66,FALSE,FALSE,37,Y,Y,Business/Commercial,32.033333
0,0,0,0,0,2,0,0,2401,2,182.03,FALSE,FALSE,103,Y,Y,Business/Commercial,34.1
1,0,0,0,0,0,0,0,7160,2,433,FALSE,FALSE,32,N,Y,Business/Commercial,121.95
0,0,0,0,0,1,0,0,920,1,82.85,FALSE,FALSE,342,Y,Y,Distribution Center,35.416667
0,0,0,0,0,1,0,0,1317,1,55.55,TRUE,FALSE,336,Y,Y,Distribution Center,38.416667
1,0,0,0,0,0,0,0,305,1,270.58,FALSE,FALSE,74,Y,Y,Business/Commercial,20.65
1,0,0,0,0,0,0,0,426,1,145.16,FALSE,FALSE,14,Y,Y,Business/Commercial,27.166667
1,0,0,0,0,0,0,0,962,1,375.92,FALSE,FALSE,25,N,N,Business/Commercial,24.366667
1,0,0,0,0,0,0,0,673,1,265.22,FALSE,FALSE,151,Y,Y,Business/Commercial,44.45
0,0,0,0,0,1,0,0,500,1,342.73,FALSE,FALSE,74,N,Y,Business/Commercial,28.283333
1,0,0,0,0,0,0,0,128,1,68.68,FALSE,FALSE,49,Y,Y,Business/Commercial,17
0,0,0,0,0,2,0,0,1442,4,504.4,FALSE,FALSE,107,Y,Y,Business/Commercial,37.5
0,0,0,0,0,1,0,0,3902,1,485.63,FALSE,FALSE,53,Y,Y,Business/Commercial,48.266667
1,0,0,0,0,0,0,0,12333,5,556.33,TRUE,FALSE,48,Y,Y,Business/Commercial,32.133333
0,0,0,0,0,1,0,0,521,1,350.98,FALSE,FALSE,53,Y,Y,Business/Commercial,32.766667
1,0,0,0,0,0,0,0,1475,1,280.96,FALSE,FALSE,23,Y,Y,Business/Commercial,17.8
0,0,0,0,0,2,0,0,3180,2,613.83,FALSE,FALSE,19,Y,Y,Distribution Center,29.816667
0,0,0,0,0,2,0,0,1080,2,293.19,FALSE,FALSE,143,Y,Y,Business/Commercial,40.116667
1,0,0,0,0,0,0,0,1700,3,185.59,FALSE,FALSE,8,N,N,Business/Commercial,37.85
3,0,0,0,0,0,0,0,1056,3,215.33,FALSE,FALSE,112,Y,Y,Government Sites: Post Office,41.383333
1,0,0,0,0,0,0,0,281,1,108.47,FALSE,FALSE,16,Y,Y,University/College,20.1
0,0,0,0,0,1,0,0,1758,1,430.65,FALSE,FALSE,47,Y,Y,Business/Commercial,18.666667
0,0,0,0,0,1,0,0,2270,2,330.7,FALSE,FALSE,139,Y,Y,Business/Commercial,33.45
3,0,0,0,0,0,0,0,4114,4,566.43,FALSE,FALSE,54,N,Y,Business/Commercial,33.15
1,0,0,0,0,0,0,0,565,1,18.32,FALSE,FALSE,12,N,Y,Business/Commercial,22.75
1,0,0,0,0,0,0,0,5247,9,689.55,FALSE,FALSE,32,Y,Y,Business/Commercial,25.383333
3,0,0,0,0,0,0,0,1704,3,527.8,FALSE,FALSE,234,Y,Y,Business/Commercial,16.7
1,0,0,0,0,0,0,0,1016,1,305.43,FALSE,FALSE,17,Y,Y,Business/Commercial,21.85
1,0,0,0,0,0,0,0,589,1,302.77,FALSE,FALSE,54,Y,Y,Business/Commercial,18.1
0,0,0,0,0,1,0,0,635,1,168.96,FALSE,FALSE,145,Y,Y,Business/Commercial,27.483333
1,0,0,0,0,0,0,0,1238,1,549.48,FALSE,FALSE,15,Y,Y,Business/Commercial,16.15
0,0,0,0,0,1,0,0,422,1,479.76,FALSE,FALSE,50,Y,Y,Business/Commercial,26.366667
1,0,0,0,0,0,0,0,491,1,463.66,FALSE,FALSE,17,Y,Y,Business/Commercial,19.8
1,0,0,0,0,1,0,0,8118,10,632.66,TRUE,FALSE,73,Y,Y,Business/Commercial,51.1
0,0,0,0,0,5,0,0,19553,9,999.74,FALSE,FALSE,102,Y,Y,Distribution Center,41.8
1,0,0,0,0,0,0,0,1302,1,231.72,FALSE,FALSE,76,Y,Y,Distribution Center,28.016667
0,0,0,0,0,1,0,0,1628,1,220.42,FALSE,FALSE,25,Y,Y,Business/Commercial,25.783333
1,0,0,0,0,0,0,0,1167,2,131.02,FALSE,FALSE,22,Y,Y,University/College,18.533333
1,0,0,0,0,0,0,0,2567,2,470.33,FALSE,FALSE,49,Y,Y,Business/Commercial,27.3
1,0,0,0,0,0,0,0,834,1,158.22,FALSE,FALSE,41,N,Y,Business/Commercial,24.233333
1,0,0,0,0,0,0,0,3644,3,139.68,FALSE,FALSE,65,N,Y,Business/Commercial,32.166667
2,0,0,0,0,0,0,0,7476,4,512.87,FALSE,FALSE,73,Y,Y,Business/Commercial,18.366667
1,0,0,0,0,0,0,0,2662,1,408.72,FALSE,FALSE,21,Y,Y,Business/Commercial,24.816667
2,0,0,0,0,0,0,0,931,2,235.56,FALSE,FALSE,169,Y,Y,Business/Commercial,29.3
0,0,0,0,0,2,0,0,3126,2,333.1,FALSE,FALSE,127,Y,Y,Business/Commercial,34.883333
1,0,0,0,0,0,0,0,2653,1,441.55,FALSE,FALSE,51,Y,N,Business/Commercial,35.366667
0,0,0,0,0,1,0,0,1057,1,389.88,TRUE,FALSE,76,Y,Y,Business/Commercial,21.766667
1,0,0,0,0,0,0,0,1032,1,108.77,FALSE,FALSE,18,Y,Y,Business/Commercial,29.583333
0,0,0,0,0,1,0,0,644,1,242.25,FALSE,FALSE,166,N,Y,Business/Commercial,84.016667
1,0,0,0,0,0,0,0,1319,2,468.33,FALSE,FALSE,133,Y,Y,Business/Commercial,34.066667
0,0,0,0,0,3,0,0,3886,6,443.93,FALSE,FALSE,238,Y,Y,Business/Commercial,35.4
0,0,0,0,0,3,0,0,9879,8,580.66,FALSE,FALSE,114,Y,Y,Business/Commercial,60.3
4,0,0,0,0,0,0,0,6080,9,746.96,FALSE,FALSE,19,Y,Y,Distribution Center,213.85
0,0,0,0,0,1,0,0,2036,4,501.77,FALSE,FALSE,67,Y,N,Business/Commercial,33.066667
1,0,0,0,0,0,0,0,1163,1,236.43,TRUE,FALSE,20,N,Y,Business/Commercial,14.9
1,0,0,0,0,0,0,0,1717,2,183.11,FALSE,FALSE,22,N,Y,Business/Commercial,27.75
0,0,0,0,0,3,0,0,2630,4,532.2,FALSE,FALSE,101,Y,Y,Business/Commercial,43.35
0,0,0,0,0,7,0,0,6499,13,542.9,FALSE,FALSE,1760,Y,Y,Business/Commercial,121.166667
2,0,0,0,0,0,0,0,644,1,479.77,FALSE,FALSE,29,N,Y,Business/Commercial,23.316667
1,0,0,0,0,0,0,0,211,0,365.01,FALSE,FALSE,29,N,Y,Business/Commercial,15.583333
1,0,0,0,0,0,0,0,1099,3,247.09,FALSE,FALSE,52,Y,Y,Business/Commercial,31.416667
1,0,0,0,0,0,0,0,655,1,297.33,FALSE,FALSE,104,Y,Y,Business/Commercial,20.983333
1,0,0,0,0,0,0,0,1782,2,460.73,FALSE,FALSE,41,N,Y,Business/Commercial,16.266667
12,0,0,0,0,0,0,0,26385,29,1211.23,FALSE,FALSE,206,Y,Y,Business/Commercial,58.15
2,0,0,0,0,3,0,0,5796,8,463.65,FALSE,FALSE,106,Y,Y,Business/Commercial,42.033333
1,0,0,0,0,0,0,0,625,1,114,FALSE,FALSE,15,Y,N,Government Sites: Military,28.3
1,0,0,0,0,0,0,0,856,1,95.74,FALSE,FALSE,14,N,Y,Business/Commercial,26.483333
1,0,0,0,0,0,0,0,1532,1,512.11,FALSE,FALSE,15,N,Y,Business/Commercial,17.25
1,0,0,0,0,0,0,0,1242,1,223.63,FALSE,FALSE,16,N,Y,Business/Commercial,17.416667
0,0,0,0,0,1,0,0,869,1,97.75,FALSE,FALSE,34,N,Y,Business/Commercial,27.233333
1,0,0,0,0,0,0,0,854,1,298.79,TRUE,FALSE,12,U,N,U,20.3
1,0,0,0,0,0,0,0,2826,0,1059.22,FALSE,FALSE,87,N,Y,Business/Commercial,46.166667
1,0,0,0,0,0,0,0,595,1,429.44,FALSE,FALSE,12,N,Y,Business/Commercial,19.633333
1,0,0,0,0,0,0,0,887,2,137.69,FALSE,FALSE,94,Y,Y,Business/Commercial,17.716667
1,0,0,0,0,0,0,0,481,2,343.33,FALSE,FALSE,40,Y,Y,Business/Commercial,24.466667
1,0,0,0,0,0,0,0,2600,1,213.04,FALSE,FALSE,36,N,Y,Business/Commercial,26.833333
1,0,0,0,0,0,0,0,3250,1,204.22,TRUE,FALSE,74,Y,Y,Shopping Mall/Strip Mall,20.916667
0,0,0,0,0,3,0,0,12086,7,747.76,FALSE,FALSE,52,Y,Y,Business/Commercial,51.183333
1,0,0,0,0,0,0,0,1853,2,538.33,FALSE,FALSE,59,N,Y,Business/Commercial,17.383333
1,0,0,0,0,0,0,0,1354,1,249.33,FALSE,FALSE,18,Y,Y,Business/Commercial,26.916667
1,0,0,0,0,0,0,0,640,1,376.11,FALSE,FALSE,16,Y,N,Business/Commercial,14.033333
0,0,0,0,0,2,0,0,1026,2,280.07,FALSE,FALSE,69,Y,N,Business/Commercial,31.3
1,0,0,0,0,0,0,0,960,1,185.11,FALSE,FALSE,59,N,N,Business/Commercial,20.3
1,0,0,0,0,0,0,0,1092,2,415.77,FALSE,FALSE,61,Y,Y,Business/Commercial,25.6
1,0,0,0,0,0,0,0,1545,1,293.03,FALSE,FALSE,14,N,Y,Business/Commercial,28.15
2,0,0,0,0,0,0,0,6752,6,376.65,FALSE,FALSE,44,Y,Y,Distribution Center,46
1,0,0,0,0,0,0,0,70,1,419.56,FALSE,FALSE,20,Y,Y,Business/Commercial,15.25
1,0,0,0,0,0,0,0,636,2,188.85,FALSE,FALSE,19,Y,Y,Business/Commercial,70.933333
0,0,0,0,0,2,0,0,1552,2,175.33,FALSE,FALSE,129,Y,Y,Business/Commercial,24.683333
0,0,0,0,0,3,0,0,1032,3,229.8,FALSE,FALSE,88,Y,Y,Business/Commercial,33.45
1,0,0,0,0,0,0,0,1060,1,271.44,FALSE,FALSE,9,Y,N,Business/Commercial,34.7
1,0,0,0,0,0,0,0,5026,14,1591.55,FALSE,FALSE,209,Y,Y,Distribution Center,48.166667
1,0,0,0,0,0,0,0,939,2,84,FALSE,FALSE,12,Y,N,Business/Commercial,28.933333
1,0,0,0,0,0,0,0,2220,3,261.49,FALSE,FALSE,22,Y,Y,Business/Commercial,33.133333
0,0,0,0,0,2,0,0,5205,12,1038.51,FALSE,FALSE,57,Y,Y,Business/Commercial,27.966667
1,0,0,0,0,0,0,0,824,2,308.87,FALSE,FALSE,15,N,N,Business/Commercial,40.9
1,0,0,0,0,0,0,0,667,1,158.23,FALSE,FALSE,15,Y,Y,Business/Commercial,27.633333
2,0,0,0,0,0,0,0,1533,2,490.24,FALSE,FALSE,229,Y,Y,Business/Commercial,31.05
4,0,0,0,0,0,0,0,3702,6,315.45,FALSE,FALSE,221,Y,Y,Distribution Center,36.85
1,0,0,0,0,0,0,0,5157,3,582.5,FALSE,FALSE,27,Y,Y,Business/Commercial,33
1,0,0,0,0,0,0,0,748,1,561.93,FALSE,FALSE,40,N,N,Business/Commercial,46.266667
1,0,0,0,0,0,0,0,874,1,219.5,FALSE,FALSE,21,N,N,Business/Commercial,25.533333
1,0,0,0,0,0,0,0,133,1,476.61,FALSE,FALSE,31,N,Y,Business/Commercial,28.05
1,0,0,0,0,0,0,0,632,1,372,FALSE,FALSE,17,N,N,Business/Commercial,15.7
1,0,0,0,0,0,0,0,698,0,333.09,FALSE,FALSE,20,Y,Y,Business/Commercial,20.833333
1,0,0,0,0,0,0,0,171,1,334.33,FALSE,FALSE,9,N,Y,Business/Commercial,16.3
1,0,0,0,0,0,0,0,330,1,214.99,FALSE,FALSE,122,Y,Y,Business/Commercial,26.583333
1,0,0,0,0,0,0,0,4741,2,247.16,FALSE,FALSE,10,N,Y,Business/Commercial,20.083333
1,0,0,0,0,0,0,0,3371,2,501.55,FALSE,FALSE,21,N,Y,Distribution Center,36.016667
1,0,0,0,0,0,0,0,1537,2,650.05,FALSE,FALSE,18,N,Y,Business/Commercial,29.333333
1,0,0,0,0,0,0,0,462,1,218.55,FALSE,FALSE,13,U,Y,U,24.766667
0,0,0,0,0,1,0,0,1072,1,180.23,FALSE,FALSE,142,Y,Y,Business/Commercial,28.433333
0,0,0,0,0,3,0,0,1682,5,341.05,FALSE,FALSE,92,Y,Y,Business/Commercial,61.416667
21,0,0,0,0,0,0,0,32754,52,1191.46,FALSE,FALSE,1315,Y,Y,Business/Commercial,48.366667
1,0,0,0,0,0,0,0,1491,3,282.03,FALSE,FALSE,100,Y,Y,Business/Commercial,33.266667
0,0,0,0,0,4,0,0,10432,13,904.54,TRUE,FALSE,180,Y,Y,Business/Commercial,55.183333
0,0,0,0,0,7,0,0,2919,8,868.62,FALSE,FALSE,181,Y,N,Distribution Center,57.466667
1,0,0,0,0,0,0,0,4103,2,154.77,FALSE,FALSE,13,Y,Y,Business/Commercial,20.866667
1,0,0,0,0,0,0,0,1113,1,261.29,FALSE,FALSE,16,N,Y,Business/Commercial,11.683333
0,0,0,0,0,1,0,0,1016,1,359.33,FALSE,FALSE,34,N,N,Business/Commercial,18.25
2,0,0,0,0,0,0,0,5852,4,142.08,FALSE,FALSE,39,Y,Y,Business/Commercial,34.733333
1,0,0,0,0,0,0,0,1264,1,426.55,FALSE,FALSE,26,Y,Y,Business/Commercial,26.583333
2,0,0,0,0,0,0,0,5782,4,231.88,FALSE,FALSE,18,N,Y,Business/Commercial,19.066667
0,0,0,0,0,1,0,0,517,1,56,FALSE,FALSE,16,N,N,Business/Commercial,55.05
1,0,0,0,0,0,0,0,561,1,325.31,FALSE,FALSE,26,Y,Y,Business/Commercial,29.983333
1,0,0,0,0,0,0,0,2088,1,131.83,FALSE,FALSE,22,Y,Y,Business/Commercial,15.366667
1,0,0,0,0,0,0,0,2802,1,167,FALSE,FALSE,9,Y,Y,Business/Commercial,20.666667
1,0,0,0,0,0,0,0,691,1,312,FALSE,FALSE,92,Y,Y,Business/Commercial,25.033333
1,0,0,0,0,0,0,0,1151,1,376.22,FALSE,FALSE,25,N,Y,Business/Commercial,22.883333
0,0,0,0,0,1,0,0,783,1,292.72,FALSE,FALSE,126,N,Y,Distribution Center,34.566667
1,0,0,0,0,0,0,0,2619,1,532.28,FALSE,FALSE,114,Y,Y,Business/Commercial,20.216667
0,0,0,0,0,3,0,0,2464,5,486.05,FALSE,FALSE,130,Y,Y,Grocery Warehouse,64.7
0,0,0,0,0,1,0,0,1134,1,215.55,FALSE,FALSE,19,N,Y,Business/Commercial,30.633333
2,0,0,0,0,0,0,0,996,3,146.19,FALSE,TRUE,11,Y,Y,Business/Commercial,23.616667
0,0,0,0,0,1,0,0,1099,1,106,FALSE,FALSE,19,Y,Y,Business/Commercial,20.483333
1,0,0,0,0,0,0,0,1390,1,540.08,FALSE,FALSE,9,Y,Y,Business/Commercial,17.216667
1,0,0,0,0,0,0,0,918,1,315.54,FALSE,FALSE,88,N,Y,Distribution Center,14.216667
2,0,0,0,0,0,0,0,5646,7,781.73,FALSE,FALSE,43,Y,Y,Distribution Center,47.533333
0,0,0,0,0,1,0,0,1165,1,509.55,FALSE,FALSE,131,Y,Y,Distribution Center,34.933333
0,0,0,0,0,8,0,0,12946,41,1851.39,FALSE,FALSE,140,Y,Y,Business/Commercial,42.466667
1,0,0,0,0,0,0,0,1381,1,313.59,FALSE,FALSE,59,Y,Y,Business/Commercial,13.833333
1,0,0,0,0,0,0,0,1274,1,408.19,FALSE,FALSE,15,Y,Y,Business/Commercial,27.85
1,0,0,0,0,0,0,0,1891,4,675.11,FALSE,FALSE,110,N,Y,Business/Commercial,23.566667
1,0,0,0,0,0,0,0,633,1,286.55,FALSE,FALSE,29,Y,Y,Business/Commercial,27.583333
1,0,0,0,0,0,0,0,676,1,142.81,FALSE,FALSE,35,Y,Y,Business/Commercial,23.183333
